Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S122741012,Mallard,Anas platyrhynchos,515,6,US-KS,Johnson,L6437425,Mill Creek Streamway--Shawnee Mission Park - Craig Crossing Park,38.9719801,-94.8183042,2022-11-20,01:38 PM,eBird - Traveling Count,110,1,9.028,,2
S126233020,Mallard,Anas platyrhynchos,515,1,US-KS,Johnson,L6437425,Mill Creek Streamway--Shawnee Mission Park - Craig Crossing Park,38.9719801,-94.8183042,2023-01-15,12:44 PM,eBird - Traveling Count,102,0,8.707,,1
S106198998,Mallard,Anas platyrhynchos,515,2,US-KS,Johnson,L162708,Overland Park Arboretum,38.7977004,-94.6910173,2022-04-03,12:28 PM,eBird - Traveling Count,97,0,4.651,,2
S109335407,Mallard,Anas platyrhynchos,515,3,US-KS,Johnson,L162708,Overland Park Arboretum,38.7977004,-94.6910173,2022-05-08,10:06 AM,eBird - Traveling Count,85,1,2.977,,2
S131905143,Mallard,Anas platyrhynchos,515,2,US-KS,Johnson,L162708,Overland Park Arboretum,38.7977004,-94.6910173,2023-03-26,02:56 PM,eBird - Traveling Count,66,1,3.17,,2
S137694342,Mallard,Anas platyrhynchos,515,1,US-KS,Johnson,L162708,Overland Park Arboretum,38.7977004,-94.6910173,2023-05-14,09:55 AM,eBird - Traveling Count,108,0,3.879,,2
S127120796,Mallard,Anas platyrhynchos,515,2,US-KS,Johnson,L1251110,Prairie Center,38.8794823,-94.8983038,2023-01-28,01:51 PM,eBird - Traveling Count,83,0,4.957,,1
S110277168,Mallard,Anas platyrhynchos,515,1,US-KS,Johnson,L6437460,Shawnee Mission Park--Mill Creek Streamway Trail,38.9845171,-94.8156052,2022-05-15,01:41 PM,eBird - Traveling Count,69,1,5.005,,2
S122673938,Mallard,Anas platyrhynchos,515,1,US-KS,Lyon,L506331,Lyon SFL,38.5450272,-96.0599041,2022-11-19,01:59 PM,eBird - Traveling Count,35,1,7.998,,4
S135491476,Mallard,Anas platyrhynchos,515,1,US-IA,Polk,L1758107,Water Works Park (Des Moines),41.5712676,-93.6484743,2023-04-29,07:15 PM,eBird - Traveling Count,17,0,1.255,,4
S110116222,Mallard,Anas platyrhynchos,515,1,US-MO,Saline,L342550,Grand Pass CA,39.2875556,-93.3177694,2022-05-14,04:23 PM,eBird - Traveling Count,39,1,12.215,,4
S108542081,Mallard,Anas platyrhynchos,515,4,US-KS,Stafford,L12877871,Quivira NWR (Stafford Co.),38.1511805,-98.5188995,2022-04-30,03:48 PM,eBird - Traveling Count,193,1,50.099,,4
S121578503,Mallard,Anas platyrhynchos,515,4,US-OK,Tulsa,L10786715,Mohawk Park--Observation Tower,36.2253597,-95.8961582,2022-10-30,12:31 PM,eBird - Traveling Count,33,1,1.658,,2
S97197299,Mallard,Anas platyrhynchos,515,14,US-NE,Washington,L4457288,DeSoto NWR (NE),41.512491,-96.032631,2021-11-06,10:29 AM,eBird - Traveling Count,68,1,18.041,,1
S106732518,Mallard,Anas platyrhynchos,515,2,US-KS,Wyandotte,L148354,Wyandotte Co. Lake,39.1648564,-94.7821212,2022-04-10,01:29 PM,eBird - Traveling Count,125,0,7.145,,4
S125726310,Mallard,Anas platyrhynchos,515,2,US-KS,Wyandotte,L148354,Wyandotte Co. Lake,39.1648564,-94.7821212,2023-01-08,12:58 PM,eBird - Traveling Count,73,1,3.782,,1
S137479256,Mallard,Anas platyrhynchos,515,1,US-KS,Wyandotte,L148354,Wyandotte Co. Lake,39.1648564,-94.7821212,2023-05-13,12:49 PM,eBird - Traveling Count,69,0,3.589,,2
S135423570,Mallard (Domestic type),Anas platyrhynchos (Domestic type),518,1,US-IA,Jasper,L5103464,Neal Smith NWR--headquarters,41.5584432,-93.2800711,2023-04-29,10:23 AM,eBird - Traveling Count,83,1,3.814,,4
S133228136,Mallard (Domestic type),Anas platyrhynchos (Domestic type),518,1,US-KS,Johnson,L7949771,Big Bull Creek Park,38.7575284,-94.9980146,2023-04-09,12:28 PM,eBird - Traveling Count,192,0,12.376,,2
S143651586,Mottled Duck,Anas fulvigula,541,1,US-TX,Galveston,L128974,Galveston Island SP (UTC 070),29.1956654,-94.9559069,2023-07-05,10:40 AM,eBird - Traveling Count,59,1,9.817,,1
S143567135,Mottled Duck,Anas fulvigula,541,9,US-TX,Galveston,L284163,Galveston--Lafitte's Cove (UTC 068),29.2169006,-94.9349016,2023-07-04,12:53 PM,eBird - Traveling Count,28,0,1.078,,2
